timestamp,open,high,low,close,volume
2022-11-03,0.2166,0.2500,0.1500,0.1962,305036
2022-11-02,0.2782,0.2836,0.2400,0.2401,85830
2022-11-01,0.2500,0.3199,0.2300,0.3035,243973
2022-10-31,0.2500,0.2976,0.2400,0.2426,4091
2022-10-28,0.2688,0.2768,0.2370,0.2496,67839
2022-10-27,0.3265,0.3275,0.2400,0.2400,228827
2022-10-26,0.3498,0.3498,0.3000,0.3498,5587
2022-10-25,0.2500,0.2500,0.2300,0.2400,38366
2022-10-24,0.3000,0.3000,0.2600,0.2689,25667
2022-10-21,0.2600,0.2600,0.2600,0.2600,0
2022-10-20,0.2600,0.2600,0.2600,0.2600,1337
2022-10-19,0.3400,0.3400,0.2177,0.2598,18285
2022-10-18,0.2500,0.3211,0.2400,0.3198,6303
2022-10-17,0.3000,0.3000,0.2460,0.2500,34760
2022-10-14,0.2873,0.3497,0.2546,0.2546,71203
2022-10-13,0.2673,0.3100,0.2000,0.2800,334082
2022-10-12,0.2600,0.3463,0.2000,0.2926,174389
2022-10-11,0.2000,0.2785,0.1965,0.2301,67310
2022-10-10,0.2200,0.2200,0.1900,0.1999,192303
2022-10-07,0.2700,0.2700,0.2600,0.2600,15723
2022-10-06,0.3497,0.3500,0.2676,0.2745,64575
2022-10-05,0.1998,0.2833,0.1900,0.2833,519980
2022-10-04,0.1850,0.1999,0.1650,0.1941,395317
2022-10-03,0.1600,0.2377,0.1500,0.1702,128090
2022-09-30,0.1301,0.1301,0.1301,0.1301,0
2022-09-29,0.1301,0.1301,0.1301,0.1301,0
2022-09-28,0.1301,0.1301,0.1301,0.1301,250
2022-09-27,0.1301,0.1310,0.1301,0.1301,52482
2022-09-26,0.1301,0.1310,0.1300,0.1310,10753
2022-09-23,0.1310,0.1310,0.1310,0.1310,0
2022-09-22,0.1310,0.1310,0.1310,0.1310,100
2022-09-21,0.1400,0.1400,0.1301,0.1301,201
2022-09-20,0.1400,0.1400,0.1400,0.1400,148
2022-09-19,0.1015,0.1015,0.1015,0.1015,0
2022-09-16,0.1015,0.1015,0.1015,0.1015,319
2022-09-15,0.1010,0.1010,0.1010,0.1010,15
2022-09-14,0.1010,0.1013,0.1007,0.1010,11400
2022-09-13,0.1010,0.1010,0.1010,0.1010,5775
2022-09-12,0.1000,0.1010,0.1000,0.1010,27787
2022-09-09,0.1100,0.1100,0.1100,0.1100,0
2022-09-08,0.1100,0.1100,0.1100,0.1100,258
2022-09-07,0.1000,0.1000,0.1000,0.1000,625
2022-09-06,0.1001,0.1351,0.1001,0.1001,5301
2022-09-02,0.1400,0.1400,0.1400,0.1400,100
2022-09-01,0.1520,0.1800,0.1400,0.1400,14438
2022-08-31,0.1501,0.1501,0.1501,0.1501,0
2022-08-30,0.1400,0.1501,0.1400,0.1501,501
2022-08-29,0.1400,0.1500,0.1400,0.1500,300
2022-08-26,0.1400,0.1800,0.1400,0.1550,11596
2022-08-25,0.1400,0.1500,0.1400,0.1500,20401
2022-08-24,0.1400,0.1500,0.1400,0.1500,1496
2022-08-23,0.1500,0.1500,0.1500,0.1500,0
2022-08-22,0.1800,0.1800,0.1500,0.1500,5500
2022-08-19,0.1800,0.1800,0.1800,0.1800,0
2022-08-18,0.1800,0.1800,0.1800,0.1800,36700
2022-08-17,0.1800,0.1800,0.1800,0.1800,1200
2022-08-16,0.1800,0.1800,0.1800,0.1800,0
2022-08-15,0.1800,0.1800,0.1800,0.1800,0
2022-08-12,0.1800,0.1800,0.1800,0.1800,200
2022-08-11,0.1700,0.1800,0.1700,0.1800,714
2022-08-10,0.1699,0.1699,0.1699,0.1699,0
2022-08-09,0.1667,0.1700,0.1667,0.1699,1623
2022-08-08,0.1640,0.1640,0.1580,0.1581,14956
2022-08-05,0.1700,0.1700,0.1640,0.1699,1000
2022-08-04,0.1700,0.1700,0.1700,0.1700,355
2022-08-03,0.1500,0.1700,0.1500,0.1700,17653
2022-08-02,0.1600,0.1600,0.1600,0.1600,1020
2022-08-01,0.1600,0.1600,0.1600,0.1600,0
2022-07-29,0.1600,0.1606,0.1600,0.1600,700
2022-07-28,0.1650,0.1850,0.1500,0.1500,9900
2022-07-27,0.1440,0.1500,0.1440,0.1500,4310
2022-07-26,0.1430,0.1430,0.1400,0.1420,11490
2022-07-25,0.1410,0.1410,0.1410,0.1410,251
2022-07-22,0.1400,0.1400,0.1400,0.1400,51
2022-07-21,0.1400,0.1400,0.1400,0.1400,1879
2022-07-20,0.1400,0.1430,0.1399,0.1400,23447
2022-07-19,0.1400,0.1400,0.1400,0.1400,3375
2022-07-18,0.1405,0.1405,0.1405,0.1405,0
2022-07-15,0.1405,0.1405,0.1250,0.1405,36699
2022-07-14,0.1500,0.1597,0.1250,0.1597,7601
2022-07-13,0.1650,0.1650,0.1650,0.1650,1625
2022-07-12,0.1856,0.1856,0.1856,0.1856,0
2022-07-11,0.1856,0.1856,0.1856,0.1856,0
2022-07-08,0.1856,0.1856,0.1856,0.1856,0
2022-07-07,0.1856,0.1856,0.1856,0.1856,0
2022-07-06,0.1856,0.1856,0.1856,0.1856,0
2022-07-05,0.2000,0.2000,0.1856,0.1856,2345
2022-07-01,0.2000,0.2000,0.2000,0.2000,357
2022-06-30,0.2401,0.2401,0.2401,0.2401,0
2022-06-29,0.2401,0.2401,0.2401,0.2401,1
2022-06-28,0.2401,0.2401,0.2401,0.2401,8201
2022-06-27,0.2600,0.2600,0.2401,0.2401,2001
2022-06-24,0.2600,0.2600,0.2600,0.2600,0
2022-06-23,0.2401,0.2600,0.2401,0.2600,11497
2022-06-22,0.2201,0.2600,0.2145,0.2600,9121
2022-06-21,0.2000,0.2300,0.2000,0.2300,19870
2022-06-17,0.2201,0.2201,0.2201,0.2201,17042
2022-06-16,0.2201,0.2203,0.2200,0.2200,53184
2022-06-15,0.2200,0.2201,0.2200,0.2201,6023
2022-06-14,0.2200,0.2200,0.2200,0.2200,700
2022-06-13,0.2200,0.2200,0.2200,0.2200,500
2022-06-10,0.2199,0.2200,0.2199,0.2200,1400
2022-06-09,0.2000,0.2100,0.2000,0.2100,92702
2022-06-08,0.2000,0.2000,0.2000,0.2000,0
2022-06-07,0.2000,0.2000,0.2000,0.2000,43350
2022-06-06,0.2000,0.2000,0.2000,0.2000,5883
2022-06-03,0.2000,0.2000,0.2000,0.2000,48423
2022-06-02,0.2000,0.2000,0.2000,0.2000,2500
2022-06-01,0.2000,0.2000,0.2000,0.2000,100
2022-05-31,0.2000,0.2000,0.2000,0.2000,1000
2022-05-27,0.1900,0.1900,0.1750,0.1896,76756
2022-05-26,0.1800,0.1999,0.1800,0.1998,2535
2022-05-25,0.2000,0.2000,0.1999,0.1999,3140
2022-05-24,0.2400,0.2400,0.2400,0.2400,22
