timestamp,open,high,low,close,volume
2022-11-03,10.0200,10.0200,10.0200,10.0200,3926
2022-11-02,10.0200,10.0200,10.0200,10.0200,3000
2022-11-01,10.0000,10.0000,10.0000,10.0000,105
2022-10-31,9.9900,9.9900,9.9900,9.9900,0
2022-10-28,9.9900,9.9900,9.9900,9.9900,0
2022-10-27,9.9900,9.9900,9.9900,9.9900,0
2022-10-26,9.9900,9.9900,9.9900,9.9900,0
2022-10-25,9.9900,9.9900,9.9900,9.9900,0
2022-10-24,9.9900,9.9900,9.9900,9.9900,0
2022-10-21,9.9700,9.9900,9.9700,9.9900,650
2022-10-20,9.9700,9.9700,9.9700,9.9700,1
2022-10-19,9.9700,9.9700,9.9700,9.9700,0
2022-10-18,9.9700,9.9700,9.9700,9.9700,0
2022-10-17,9.9700,9.9700,9.9700,9.9700,0
2022-10-14,9.9700,9.9700,9.9700,9.9700,0
2022-10-13,9.9700,9.9700,9.9700,9.9700,238
2022-10-12,9.9600,9.9600,9.9600,9.9600,136
2022-10-11,9.9600,9.9700,9.9600,9.9600,500
2022-10-10,9.9601,9.9601,9.9601,9.9601,0
2022-10-07,9.9601,9.9601,9.9601,9.9601,0
2022-10-06,9.9601,9.9601,9.9601,9.9601,9
2022-10-05,9.9601,9.9601,9.9601,9.9601,0
2022-10-04,9.9600,9.9601,9.9600,9.9601,2000
2022-10-03,9.9500,9.9500,9.9500,9.9500,2840
2022-09-30,9.9500,9.9500,9.9500,9.9500,199
2022-09-29,9.9400,9.9400,9.9400,9.9400,0
2022-09-28,9.9400,9.9400,9.9400,9.9400,0
2022-09-27,9.9400,9.9400,9.9400,9.9400,2002
2022-09-26,9.9900,9.9900,9.9900,9.9900,0
2022-09-23,9.9900,9.9900,9.9900,9.9900,10020
2022-09-22,10.0000,10.0000,10.0000,10.0000,0
2022-09-21,10.0000,10.0000,10.0000,10.0000,500
2022-09-20,9.9400,9.9400,9.9400,9.9400,0
2022-09-19,9.9400,9.9400,9.9400,9.9400,5
2022-09-16,9.9400,9.9400,9.9400,9.9400,2800
2022-09-15,9.9300,9.9300,9.9300,9.9300,3000
2022-09-14,9.9300,9.9300,9.9300,9.9300,4
2022-09-13,9.9300,9.9300,9.9300,9.9300,4000
2022-09-12,9.9500,9.9500,9.9300,9.9300,5600
2022-09-09,9.9200,9.9200,9.9200,9.9200,0
2022-09-08,9.9200,9.9200,9.9200,9.9200,0
2022-09-07,9.9200,9.9200,9.9200,9.9200,488
2022-09-06,9.8800,9.8800,9.8800,9.8800,0
2022-09-02,9.8800,9.8800,9.8800,9.8800,0
2022-09-01,9.9100,9.9100,9.8800,9.8800,3808
2022-08-31,9.9100,9.9100,9.9100,9.9100,0
2022-08-30,9.9400,9.9400,9.9098,9.9100,7702
2022-08-29,9.9300,9.9300,9.9300,9.9300,0
2022-08-26,9.9300,9.9300,9.9300,9.9300,300
2022-08-25,9.9200,9.9420,9.9000,9.9350,25101
2022-08-24,9.9500,9.9500,9.9000,9.9000,9109
2022-08-23,9.9200,9.9200,9.9200,9.9200,31
2022-08-22,9.9200,9.9200,9.9200,9.9200,0
2022-08-19,9.9200,9.9200,9.9200,9.9200,11
2022-08-18,9.9200,9.9200,9.9200,9.9200,60159
2022-08-17,9.9200,9.9200,9.9200,9.9200,0
2022-08-16,9.9200,9.9582,9.9200,9.9200,2200
2022-08-15,9.9800,9.9800,9.9300,9.9300,12617
2022-08-12,9.9000,9.9000,9.9000,9.9000,0
2022-08-11,9.9000,9.9000,9.9000,9.9000,928
2022-08-10,9.8600,9.8600,9.8600,9.8600,0
2022-08-09,9.8600,9.8600,9.8600,9.8600,0
2022-08-08,9.8600,9.8600,9.8600,9.8600,10
2022-08-05,9.8600,9.8600,9.8600,9.8600,0
2022-08-04,9.8600,9.8600,9.8600,9.8600,10
2022-08-03,9.8600,9.8600,9.8600,9.8600,10
2022-08-02,9.8600,9.8600,9.8600,9.8600,10
2022-08-01,9.8600,9.8600,9.8600,9.8600,111
2022-07-29,9.8900,9.8900,9.8900,9.8900,8428
2022-07-28,9.8900,9.8900,9.8900,9.8900,100
2022-07-27,9.8800,9.8900,9.8800,9.8900,3068
2022-07-26,9.8800,9.8800,9.8800,9.8800,120
2022-07-25,9.8800,9.8800,9.8700,9.8700,250
2022-07-22,9.8700,9.8700,9.8600,9.8700,2509
2022-07-21,9.8600,9.8600,9.8600,9.8600,0
2022-07-20,9.8600,9.8600,9.8600,9.8600,0
2022-07-19,9.8600,9.8600,9.8600,9.8600,1
2022-07-18,9.8600,9.8600,9.8600,9.8600,1701
2022-07-15,9.8600,9.8600,9.8600,9.8600,0
2022-07-14,9.9200,9.9300,9.8600,9.8600,1400
2022-07-13,9.8500,9.8900,9.8500,9.8900,2822
2022-07-12,9.8500,9.8500,9.8500,9.8500,520
2022-07-11,9.8500,9.9000,9.8500,9.9000,4700
2022-07-08,9.9000,9.9000,9.9000,9.9000,101
2022-07-07,9.8500,9.8500,9.8500,9.8500,1410
2022-07-06,9.8500,9.8500,9.8500,9.8500,0
2022-07-05,9.8500,9.8500,9.8500,9.8500,0
2022-07-01,9.8500,9.8500,9.8500,9.8500,71
2022-06-30,9.8500,9.8500,9.8500,9.8500,0
2022-06-29,9.8500,9.8500,9.8500,9.8500,0
2022-06-28,9.8500,9.8500,9.8500,9.8500,1
2022-06-27,9.8500,9.8500,9.8500,9.8500,2
2022-06-24,9.8500,9.8500,9.8500,9.8500,1
2022-06-23,9.8500,9.8500,9.8500,9.8500,10
2022-06-22,9.8500,9.8500,9.8500,9.8500,0
2022-06-21,9.8500,10.0615,9.8500,9.8500,3310
2022-06-17,9.8500,9.8600,9.8500,9.8600,14809
2022-06-16,9.8600,9.8600,9.8600,9.8600,0
2022-06-15,9.8600,9.8600,9.8600,9.8600,2236
2022-06-14,9.8949,9.9000,9.8800,9.9000,2871
2022-06-13,9.8700,9.8700,9.8700,9.8700,1337
2022-06-10,9.8500,9.8500,9.8500,9.8500,10
2022-06-09,9.8500,9.8500,9.8500,9.8500,0
2022-06-08,9.8600,9.8600,9.8500,9.8500,5702
2022-06-07,10.0000,10.0000,9.8850,9.9120,6881
2022-06-06,9.8649,9.8649,9.8649,9.8649,0
2022-06-03,9.8649,9.8649,9.8649,9.8649,0
2022-06-02,9.8649,9.8649,9.8649,9.8649,0
2022-06-01,9.8649,9.8649,9.8649,9.8649,7500
2022-05-31,9.8500,9.8500,9.8500,9.8500,0
2022-05-27,9.8500,9.8500,9.8500,9.8500,0
2022-05-26,9.8500,9.8500,9.8500,9.8500,0
2022-05-25,9.8501,9.8501,9.8500,9.8500,3000
2022-05-24,9.8500,9.8500,9.8500,9.8500,0
2022-05-23,9.8500,9.8500,9.8500,9.8500,0
2022-05-20,9.8500,9.8500,9.8500,9.8500,50
2022-05-19,9.8600,9.8663,9.8500,9.8500,6491
2022-05-18,9.9000,9.9000,9.9000,9.9000,0
2022-05-17,9.9000,9.9000,9.9000,9.9000,0
2022-05-16,9.9000,9.9000,9.9000,9.9000,0
2022-05-13,9.9000,9.9000,9.9000,9.9000,90
2022-05-12,9.9000,9.9000,9.9000,9.9000,0
2022-05-11,9.9000,9.9000,9.9000,9.9000,0
2022-05-10,9.9000,9.9000,9.9000,9.9000,200
2022-05-09,9.9200,9.9200,9.9200,9.9200,150
2022-05-06,9.9100,9.9100,9.9100,9.9100,0
2022-05-05,9.9100,9.9100,9.9100,9.9100,0
2022-05-04,9.9100,9.9100,9.9100,9.9100,100
2022-05-03,9.9150,9.9150,9.9150,9.9150,0
2022-05-02,9.9100,9.9150,9.9100,9.9150,2139
2022-04-29,9.9100,9.9100,9.9100,9.9100,500
2022-04-28,9.9100,9.9100,9.9100,9.9100,30
2022-04-27,9.9100,9.9100,9.9100,9.9100,3500
2022-04-26,9.9100,9.9242,9.9100,9.9242,546
2022-04-25,9.9100,9.9100,9.9100,9.9100,0
2022-04-22,9.9100,9.9100,9.9100,9.9100,3010
2022-04-21,9.8910,9.8910,9.8910,9.8910,0
2022-04-20,9.8910,9.8910,9.8910,9.8910,100
2022-04-19,9.9300,9.9300,9.9300,9.9300,2
2022-04-18,9.9000,9.9300,9.9000,9.9300,7479
2022-04-14,9.9200,9.9200,9.9000,9.9000,2511
2022-04-13,9.9000,9.9000,9.9000,9.9000,700
2022-04-12,9.9000,9.9000,9.9000,9.9000,0
2022-04-11,9.9000,9.9001,9.9000,9.9000,10010
2022-04-08,9.9000,9.9000,9.9000,9.9000,0
2022-04-07,9.9000,9.9000,9.9000,9.9000,1355
2022-04-06,9.9000,9.9000,9.9000,9.9000,148
2022-04-05,9.8700,9.8800,9.8700,9.8800,387
2022-04-04,9.9300,9.9300,9.9300,9.9300,0
2022-04-01,9.9300,9.9300,9.9300,9.9300,0
2022-03-31,9.9300,9.9300,9.9300,9.9300,0
2022-03-30,9.9300,9.9300,9.9300,9.9300,0
2022-03-29,9.9600,9.9600,9.9300,9.9300,400
2022-03-28,9.8850,9.8850,9.8850,9.8850,0
2022-03-25,9.8850,9.8850,9.8850,9.8850,0
2022-03-24,9.8500,9.8850,9.8500,9.8850,726
2022-03-23,9.8400,9.8400,9.8400,9.8400,0
2022-03-22,9.8400,9.8400,9.8400,9.8400,0
2022-03-21,9.8400,9.8400,9.8400,9.8400,0
2022-03-18,9.8400,9.8400,9.8400,9.8400,0
2022-03-17,9.8400,9.8400,9.8400,9.8400,0
2022-03-16,9.8400,9.8400,9.8400,9.8400,0
2022-03-15,9.8400,9.8400,9.8400,9.8400,75
